Session Name,Session Date,Timestamp,Note Text,Tags,Attachments
Participant 80-2 ✅,"3/15/2026, 6:03:19 PM",00:18:30,"Realized that vars.E needed to be set after referencing Tutorial2 once again, commented out the step calls he made initially in order to ""see what's wrong""",Experiment / Iterate; Edit steps,0
Participant 80-2 ✅,"3/15/2026, 6:03:19 PM",00:19:36,"""We still don't have any steps though""",Error; Edit steps,0
Participant 80-2 ✅,"3/15/2026, 6:03:19 PM",00:20:15,"Tried to create a step call without having labels to isolate the issue again: ""even when I have just a description, it's still not giving anything... uhhh...""",Friction; Edit steps,0
Participant 80-2 ✅,"3/15/2026, 6:03:19 PM",00:22:06,"Finally realized he needed ""stepping: true"" at the start after looking at Tutorial2 code again, said ""oh""",Friction; Edit steps,0
Participant 80-2 ✅,"3/15/2026, 6:03:19 PM",00:23:48,"Looked through the resulting steps that finally appeared, added in a label at the end to display each of the values in the expression in final step call",,0
Participant 80-1 ✅,"3/15/2026, 5:31:25 PM",00:01:44,"Copied and pasted latex from tutorial, defined variables manually",Edit formula; Edit variables; Experiment / Iterate,0
Participant 80-1 ✅,"3/15/2026, 5:31:25 PM",00:03:36,"Initially had ""name"" for variables, self corrected quickly to put just name as field",Edit variables; Experiment / Iterate,0
Participant 80-1 ✅,"3/15/2026, 5:31:25 PM",00:04:06,"had lambda for key initially, self corrected quickly and put \\lambda",Error; Edit variables; Naturalness,0
Participant 80-1 ✅,"3/15/2026, 5:31:25 PM",00:07:31,"Fixed id for formula, was ""atoms"" at first",Edit embedding; Error,0
Participant 80-1 ✅,"3/15/2026, 5:31:25 PM",00:10:10,Bro was done quickly,Naturalness,0
Participant 57-2 ✅,"3/11/2026, 9:30:00 PM",00:00:00,Accidentally wrote something that is not a variable,Edit variables; Error,1
Participant 57-2 ✅,"3/11/2026, 9:30:00 PM",00:01:00,“Ohh I have to use a for loop” “They all need to do the same thing”,Naturalness; Design Patterns; Edit semantics,0
Participant 57-2 ✅,"3/11/2026, 9:30:00 PM",00:04:00,Adding in array values,Edit variables; Experiment / Iterate,1
Participant 57-2 ✅,"3/11/2026, 9:30:00 PM",00:05:00,Replaced each variable declaration by using the existing tutorial code,Experiment / Iterate; Edit semantics,1
Participant 57-2 ✅,"3/11/2026, 9:30:00 PM",00:06:00,comments out copied existing steps,Experiment / Iterate; Edit steps,0
Participant 57-2 ✅,"3/11/2026, 9:30:00 PM",00:09:00,Made a mixed text and value step,Design Patterns; Naturalness,1
Participant 57-2 ✅,"3/11/2026, 9:30:00 PM",00:10:00,“I think something is wrong syntactically”,Friction; Experiment / Iterate,0
Participant 57-2 ✅,"3/11/2026, 9:30:00 PM",00:14:00,reached this,Design Patterns; Naturalness,1
Participant 57-2 ✅,"3/11/2026, 9:30:00 PM",00:16:00,"“you see this is kind of annoying, why is there two brackets in every step”",Friction; Edit steps,0
Participant 57-2 ✅,"3/11/2026, 9:30:00 PM",00:18:00,Running into syntactical issues with brackets,Friction; Edit steps,1
Participant 57-2 ✅,"3/11/2026, 9:30:00 PM",00:19:00,This,Design Patterns,1
Participant 57-2 ✅,"3/11/2026, 9:30:00 PM",00:24:00,Used multiple steps inside and outside of loop,Design Patterns; Edit steps,1
Participant 57-2 ✅,"3/11/2026, 9:30:00 PM",00:26:00,Improved the explanation to highlight expression,Design Patterns; Edit steps; Naturalness,1
Participant 57-1 ✅,"3/11/2026, 8:31:13 PM",00:00:20,"""Ooooo fancy formula""",Naturalness,0
Participant 57-1 ✅,"3/11/2026, 8:31:13 PM",00:02:25,Copy and pasted the example code from tutorial for the formula,Experiment / Iterate; Edit formula,0
Participant 57-1 ✅,"3/11/2026, 8:31:13 PM",00:04:11,Added two formulas?,Edit formula; Design Patterns; Experiment / Iterate,1
Participant 57-1 ✅,"3/11/2026, 8:31:13 PM",00:05:21,Copied and pasted all the variable configs to create variables,Experiment / Iterate; Edit variables,0
Participant 57-1 ✅,"3/11/2026, 8:31:13 PM",00:05:33,"""Why does this not change"" - He is looking at the empty page",Friction; Error,0
Participant 57-1 ✅,"3/11/2026, 8:31:13 PM",00:05:52,"At the N(t) ""this might be an issue we might need to put this in quotes""",Edit variables,0
Participant 57-1 ✅,"3/11/2026, 8:31:13 PM",00:06:22,Lamba is going to be confusing... ***looks at the tutorial treatment of vec_f,Friction,0
Participant 57-1 ✅,"3/11/2026, 8:31:13 PM",00:07:36,"""I'm just not thinking too much"" ""unless i get it wrong which means I should be thinking more""",Friction,0
Participant 57-1 ✅,"3/11/2026, 8:31:13 PM",00:10:43,Writing semantics,Edit semantics,0
Participant 57-1 ✅,"3/11/2026, 8:31:13 PM",00:10:51,"Immediately did vars[""N(t)""]",Naturalness; Edit semantics,0
Participant 57-1 ✅,"3/11/2026, 8:31:13 PM",00:13:22,Applied the [] or the . vars appraoch differently for different variables,Naturalness; Edit semantics,0
Participant 57-1 ✅,"3/11/2026, 8:31:13 PM",00:14:25,Immediately realized why his formula is not showing up by going to the formula component,Naturalness; Edit embedding,0
Participant 57-1 ✅,"3/11/2026, 8:31:13 PM",00:16:22,"Trying with extreme numbers because ""there could be a lot of atoms"" because they are so small",Design Patterns; Experiment / Iterate; Edit variables,1
Participant 57-1 ✅,"3/11/2026, 8:31:13 PM",00:17:47,"""I dont know how to deal with these""  *points at 1e7",Edit variables; Friction,0
Participant 57-1 ✅,"3/11/2026, 8:31:13 PM",00:20:08,Testing with very dramatic numbers because he thinks it is scientifically accurate,Unexpected usage; Edit variables; Experiment / Iterate,1
Participant 57-1 ✅,"3/11/2026, 8:31:13 PM",00:21:16,His range is outside of the default and the step is super small,Unexpected usage; Error; Edit variables,1
Participant 57-1 ✅,"3/11/2026, 8:31:13 PM",00:23:42,"""Look at them die"" as he drags the time variable",,0
Participant 57-1 ✅,"3/11/2026, 8:31:13 PM",00:24:42,"""I want to make N(t) scientific notation"". *looks a tutorial example* ohhh sigfigs. *It works. Ohhhh nice",Experiment / Iterate; Edit variables; Naturalness,0
Participant 57-1 ✅,"3/11/2026, 8:31:13 PM",00:26:27,Arrived at this,Design Patterns,1
Participant 57-1 ✅,"3/11/2026, 8:31:13 PM",00:27:16,Then fun thing is that when you increase t you can see the final atoms die and it shows the number doing to negatvie -100 power,,0
Participant 29-2 ✅,"3/11/2026, 5:53:52 PM",00:02:43,Adds formula and id,Edit formula; Experiment / Iterate,0
Participant 29-2 ✅,"3/11/2026, 5:53:52 PM",00:02:52,Adds variables with just the blank brackets {},Design Patterns; Edit variables; Experiment / Iterate,0
Participant 29-2 ✅,"3/11/2026, 5:53:52 PM",00:03:20,"""I wonder if capital X should be made into a variable""",Design Patterns; Edit variables,0
Participant 29-2 ✅,"3/11/2026, 5:53:52 PM",00:04:13,"""Even if it can't be directly draggable, I can make it a variable so that it is labeled""",Edit variables; Design Patterns,0
Participant 29-2 ✅,"3/11/2026, 5:53:52 PM",00:06:04,"""What i am thinking is for the first step I can define a set of possible values X with maybe two or three values and on the second step I can decompose the sum""",Design Patterns; Edit steps,0
Participant 29-2 ✅,"3/11/2026, 5:53:52 PM",00:06:37,"""Lastly then I calculate the result""",Design Patterns; Edit steps,0
Participant 29-2 ✅,"3/11/2026, 5:53:52 PM",00:06:49,"""Because I have freedom to do whatever I want right""",Naturalness,0
Participant 29-2 ✅,"3/11/2026, 5:53:52 PM",00:09:52,Directly copies a step immediately before writing semantics,Experiment / Iterate; Edit steps,0
Participant 29-2 ✅,"3/11/2026, 5:53:52 PM",00:10:31,"""Do i have to copy the labels for each step if I want them to stay there right""?",Friction; Edit steps,0
Participant 29-2 ✅,"3/11/2026, 5:53:52 PM",00:11:59,"Thought we use the same label notation as in the variables with the ""name"" as prop for the labelling in step",Friction; Edit steps,0
Participant 29-2 ✅,"3/11/2026, 5:53:52 PM",00:12:51,"""I just want a first step where everything is normal""",Friction; Edit steps,0
Participant 29-2 ✅,"3/11/2026, 5:53:52 PM",00:13:23,Gives x a default value,Edit variables,0
Participant 29-2 ✅,"3/11/2026, 5:53:52 PM",00:13:29,"""wait no I dont want to""",,0
Participant 29-2 ✅,"3/11/2026, 5:53:52 PM",00:13:45,"""How do I just get the current variables to all show up with their labels?""",,0
Participant 29-2 ✅,"3/11/2026, 5:53:52 PM",00:17:41,"""There's no way to show the default formula without the variable values showing?""",,0
Participant 29-2 ✅,"3/11/2026, 5:53:52 PM",00:18:08,"""I need to lock in and I getting too distracted""",,0
Participant 29-2 ✅,"3/11/2026, 5:53:52 PM",00:18:29,"Started using string concatenation ""how can I add custom latex""?",Naturalness; Edit steps,0
Participant 29-2 ✅,"3/11/2026, 5:53:52 PM",00:20:36,Directly wrote the value of an example set as static,Edit semantics; Unexpected usage,0
Participant 29-2 ✅,"3/11/2026, 5:53:52 PM",00:21:11,At this point he still has not added any actual semantics for calculation yet,Unexpected usage; Edit semantics,0
Participant 29-2 ✅,"3/11/2026, 5:53:52 PM",00:21:33,"""What I would like to do is to substitute in the value inside the formula""",Friction; Edit steps,0
Participant 29-2 ✅,"3/11/2026, 5:53:52 PM",00:26:16,Not using the for loop and is directly showing the values in their component calculation,Design Patterns; Edit steps,1
Participant 29-2 ✅,"3/11/2026, 5:53:52 PM",00:28:18,Broke it all into component parts,Design Patterns; Edit steps,1
Participant 29-1 ✅,"3/11/2026, 5:07:07 PM",00:02:24,Created variables,Edit variables,0
Participant 29-1 ✅,"3/11/2026, 5:07:07 PM",00:02:45,Making the variables and added with simple brackets first,Edit variables; Design Patterns,0
Participant 29-1 ✅,"3/11/2026, 5:07:07 PM",00:03:09,"""I thought maybe since there are special symbols I can call the variable id's with quotation marks""",Naturalness; Edit variables,0
Participant 29-1 ✅,"3/11/2026, 5:07:07 PM",00:04:19,Started giving the variable names,Edit variables; Experiment / Iterate,0
Participant 29-1 ✅,"3/11/2026, 5:07:07 PM",00:05:13,Started adding default,Edit variables; Experiment / Iterate,0
Participant 29-1 ✅,"3/11/2026, 5:07:07 PM",00:05:40,Checks back and forth between the changes,Experiment / Iterate,0
Participant 29-1 ✅,"3/11/2026, 5:07:07 PM",00:06:39,Writes the spec directly without copying,Experiment / Iterate,0
Participant 29-1 ✅,"3/11/2026, 5:07:07 PM",00:10:09,Uses math.E to label E just cause he wanted there to be a label for that value,Design Patterns; Edit semantics,0
Participant 29-1 ✅,"3/11/2026, 5:07:07 PM",00:11:31,Saw that the time t variable is rendered inside N(t) and wants to move it. But then decided not to,Experiment / Iterate; Edit variables,0
Participant 29-1 ✅,"3/11/2026, 5:07:07 PM",00:13:41,"Corrected mentioned the vars[""N(t)""]",Naturalness; Edit semantics,0
Participant 29-1 ✅,"3/11/2026, 5:07:07 PM",00:15:18,"""I should add more zeros to that, it should never go to zero"" ""Oh wait I should make it sigfigs""",Design Patterns; Experiment / Iterate; Edit steps,0
Participant 29-1 ✅,"3/11/2026, 5:07:07 PM",00:17:39,"Asked him about writting semantics in a single line. He thought it is compact, in order to keep it simple.",Design Patterns; Experiment / Iterate; Edit semantics,0
Participant 21-1 ✅,"3/10/2026, 5:30:00 PM",00:03:00,"“Ill first define the formula using latex code, then declare variables and then define the calculation”
“Ill copy over the structure from the tutorial docs”",Edit formula; Experiment / Iterate,0
Participant 21-1 ✅,"3/10/2026, 5:30:00 PM",00:05:00,“Which variables should be constant” Reading the description of the meaning of the variables and first expressing what she thinks the design should be in terms of which is draggable,Edit variables; Experiment / Iterate,0
Participant 21-1 ✅,"3/10/2026, 5:30:00 PM",00:06:00,Initially defined lambda as just the word lambda,Edit variables; Error; Friction,1
Participant 21-1 ✅,"3/10/2026, 5:30:00 PM",00:10:00,Defined initial number of atoms inside lambda. which is not correct meaning wise,Edit variables; Error,0
Participant 21-1 ✅,"3/10/2026, 5:30:00 PM",00:12:00,Correct the formula id in the Formula to “decay”. Somehow wrote vars.time? which is not correct because it should not be the name of the variable but instead be the varId symbols,Edit semantics; Friction; Error,1
Participant 21-1 ✅,"3/10/2026, 5:30:00 PM",00:16:00,Somehow added time as a variable in the formula latex.,Edit formula; Error; Friction,1
Participant 21-1 ✅,"3/10/2026, 5:30:00 PM",00:17:00,"Afterwards, realized that N(t) is not showing up as a result so she’s investigating how to update the N(t) value. Decided to make the N(t) N_t instead. But the true issue is that she called vars.lambda instead of vars[“\\lambda”]",Edit semantics; Error; Experiment / Iterate,1
Participant 21-1 ✅,"3/10/2026, 5:30:00 PM",00:18:00,Decides to use console.log to debug. Did not understand. Looked at tutorial code again and realized what is the issue. The writing the console log in the order of variables affected how she looked at the variables so she realized,Edit semantics; Experiment / Iterate; Unexpected usage,1
Participant 21-1 ✅,"3/10/2026, 5:30:00 PM",00:20:00,Final product,Naturalness; Experiment / Iterate,1
Participant 21-2 ✅,"3/10/2026, 4:30:00 PM",00:02:30,Copy and pasting behavior from the tutorial 2,Experiment / Iterate; Edit formula,0
Participant 21-2 ✅,"3/10/2026, 4:30:00 PM",00:04:00,I think I need 2 or three variables which is why I decided to copy and paste 2 variables,Edit variables; Experiment / Iterate,1
Participant 21-2 ✅,"3/10/2026, 4:30:00 PM",00:06:00,Accidentally wrote p_x instead of P(x),Error; Edit variables,0
Participant 21-2 ✅,"3/10/2026, 4:30:00 PM",00:06:30,intentionally used precision of 2 because of the percentage chance,Edit variables; Design Patterns,0
Participant 21-2 ✅,"3/10/2026, 4:30:00 PM",00:07:00,created variable E without the default,Experiment / Iterate; Edit variables,0
Participant 21-2 ✅,"3/10/2026, 4:30:00 PM",00:07:30,“Do i need to declare settings for all variables present in the latex?”,Friction; Edit variables; Design Patterns,0
Participant 21-2 ✅,"3/10/2026, 4:30:00 PM",00:08:00,Changed P_x to P(X) but it is still different than the latex,Error; Edit variables,0
Participant 21-2 ✅,"3/10/2026, 4:30:00 PM",00:09:30,Copied the overall semantics function showing the loop and step in the tutorial 2 into the codebase,Edit semantics; Experiment / Iterate,0
Participant 21-2 ✅,"3/10/2026, 4:30:00 PM",00:13:00,Iterating on the existing step call.,Design Patterns; Experiment / Iterate; Edit steps,1
Participant 21-2 ✅,"3/10/2026, 4:30:00 PM",00:13:20,uses latex and sigfigs settings for the first time and did it correctly,Naturalness; Edit steps; Design Patterns,1
Participant 21-2 ✅,"3/10/2026, 4:30:00 PM",00:13:40,“Trying to see what other values i need to show in the labels”,,1
Participant 21-2 ✅,"3/10/2026, 4:30:00 PM",00:16:00,Opens the display of formula for the first time and realized “I forgot to do the stepControl render”,Edit embedding; Error,0
Participant 21-2 ✅,"3/10/2026, 4:30:00 PM",00:17:00,"Reviewed the formula, the stepping works but realized x_i an p_i in the step labels are not rendered as math mode because they are not using the $ signs",Edit variables; Friction,0
Participant 21-2 ✅,"3/10/2026, 4:30:00 PM",00:18:00,Realized the P(x) is not showing any value at the step it seems like she has omitted or forgot to include it in the step call,Edit steps; Error,0
Participant 21-2 ✅,"3/10/2026, 4:30:00 PM",00:18:30,"""I must show P(values) here"" Adds p variable call into the step declaration, but But she still did not correct P_X and she instead turned P(X) into P_X",Edit steps; Error; Experiment / Iterate,1
Participant 21-2 ✅,"3/10/2026, 4:30:00 PM",00:21:00,"Has a step with all the individual parts as shown here. With asking, she turned the x_i p_i from xp into math mode.",Design Patterns,3
Participant 21-2 ✅,"3/10/2026, 4:30:00 PM",00:22:00,Final,,1
Participant 11-2 ✅,"3/9/2026, 9:00:00 PM",00:01:00,"Added latex: “Oh nice, we are already half way there”",Edit formula; Experiment / Iterate,0
Participant 11-2 ✅,"3/9/2026, 9:00:00 PM",00:03:00,Copies the entire solution config from tutorial and added it into task 2. Replaced the keys with the variables in this example,Edit variables; Experiment / Iterate,0
Participant 11-2 ✅,"3/9/2026, 9:00:00 PM",00:06:00,Stylistically decided to add a cdot for the multiplication,Unexpected usage; Edit formula; Experiment / Iterate,1
Participant 11-2 ✅,"3/9/2026, 9:00:00 PM",00:08:00,"Asked about the usage of inline latex with slash \\
- Eric: “We currently only have support for the $ $”",Friction; Edit variables,1
Participant 11-2 ✅,"3/9/2026, 9:00:00 PM",00:10:00,"Starts becoming confused when he added the stepping:true
and also semantics but then the labels are not showing up because he did not add any steps nor the stepControl component",Friction; Naturalness; Edit embedding; Edit steps; Experiment / Iterate,0
Participant 11-2 ✅,"3/9/2026, 9:00:00 PM",00:14:00,Copies over entire segment of provider with the formula and stepControl inside. (This is from the tutorial code),Edit embedding; Experiment / Iterate,0
Participant 11-2 ✅,"3/9/2026, 9:00:00 PM",00:16:00,Decided quickly to get rid of stepping syntax to revert and make sure calculations first but then changed his mind when he realized he needs to add a step cal (it is a requirement),Unexpected usage; Experiment / Iterate; Edit steps; Edit semantics,0
Participant 11-2 ✅,"3/9/2026, 9:00:00 PM",00:18:00,"Looks at the tutorial doc at the notes on the loop and found that the tutorial is very helpful
“Idea idea idea” - Seems to imply that he has an idea
Proceeds to paste in the loop and array value example",Naturalness; Experiment / Iterate; Edit semantics; Edit steps,0
Participant 11-2 ✅,"3/9/2026, 9:00:00 PM",00:20:00,Sees this - “OH NICE”,Naturalness; Experiment / Iterate,1
Participant 11-2 ✅,"3/9/2026, 9:00:00 PM",00:21:30,Proceeds to get the idea that the default for P(x) can be turned into array,Naturalness; Edit variables,1
Participant 11-2 ✅,"3/9/2026, 9:00:00 PM",00:22:30,Does string concatenation for the first time and uses latex call and sigfigs,Edit steps; Naturalness,1
Participant 11-2 ✅,"3/9/2026, 9:00:00 PM",00:23:00,Reached a good spot that shows value with both arrays. Continues working on that singular step call,Design Patterns; Experiment / Iterate; Edit steps,1
Participant 11-2 ✅,"3/9/2026, 9:00:00 PM",00:26:00,OH NO - *Need to check back on this part of the recording*,,1
Participant 11-1 ✅,"3/9/2026, 8:00:00 PM",00:00:00,has issues with the writing of the vars. access calls,Error; Edit variables; Friction,1
Participant 11-1 ✅,"3/9/2026, 8:00:00 PM",00:21:00,"Runs into NaN with th N_0 variable, adjusted variable accessor name and was able to fix it",Error; Edit variables; Friction,0
Participant 11-1 ✅,"3/9/2026, 8:00:00 PM",00:23:00,Added default value of 0 into variables to simply let them show up to test if their label is working,Experiment / Iterate; Edit variables,0
Participant 11-1 ✅,"3/9/2026, 8:00:00 PM",00:24:00,"“Range ohhhh” 
“Can I look on common decay constants?” “Can I look for common half life?”",Experiment / Iterate; Design Patterns; Edit variables,0
Participant 11-1 ✅,"3/9/2026, 8:00:00 PM",00:27:00,“Ohh time should never be negative right? Let’s have a range for that”,Design Patterns; Edit variables; Experiment / Iterate,0
Participant 11-1 ✅,"3/9/2026, 8:00:00 PM",00:28:00,plays with the range and the step settings various times,Edit variables; Experiment / Iterate,1
Participant 14-2 ✅,"3/9/2026, 7:00:00 PM",00:01:32,Start with adding formula and writes out the id and adds in the latex by pasting it,Edit formula; Experiment / Iterate,0
Participant 14-2 ✅,"3/9/2026, 7:00:00 PM",00:02:05,Check to see if the formula shows up after writing the formula,Edit formula; Experiment / Iterate,0
Participant 14-2 ✅,"3/9/2026, 7:00:00 PM",00:03:13,"starts naming the first variable E with a name of ""Expected value""",Edit variables; Experiment / Iterate,0
Participant 14-2 ✅,"3/9/2026, 7:00:00 PM",00:04:11,Proceed to name all the variables with their name first,Edit variables; Experiment / Iterate,0
Participant 14-2 ✅,"3/9/2026, 7:00:00 PM",00:05:03,"When naming the variables, reference the task material",Edit variables; Design Patterns,0
Participant 14-2 ✅,"3/9/2026, 7:00:00 PM",00:05:43,writes stepping as true and straight up types out the semantics function,Edit semantics; Experiment / Iterate,0
Participant 14-2 ✅,"3/9/2026, 7:00:00 PM",00:06:17,accesses variable and setting the variables correctly,Edit semantics; Naturalness,0
Participant 14-2 ✅,"3/9/2026, 7:00:00 PM",00:07:41,"Translating the vars call into an actual var single letter variable first, like
var t = vars.t <- maybe the reason for this is to be more explicit or clear",Experiment / Iterate; Edit semantics,0
Participant 14-2 ✅,"3/9/2026, 7:00:00 PM",00:08:09,Adding a long string label to an expression first,Edit steps; Design Patterns,0
Participant 14-2 ✅,"3/9/2026, 7:00:00 PM",00:09:22,Uses latex call successfully to format the numbers,Edit steps; Naturalness,0
Participant 14-2 ✅,"3/9/2026, 7:00:00 PM",00:10:09,Then use sigfigs successfully to modify the formatting of the P(x) number,Edit steps; Naturalness,0
Participant 14-2 ✅,"3/9/2026, 7:00:00 PM",00:11:00,Uses mathematic fraction calculation to express default value,Edit variables; Naturalness; Unexpected usage,1
Participant 14-2 ✅,"3/9/2026, 7:00:00 PM",00:12:10,Working on his own example in his own head so that it is easier to create for expected value,Design Patterns,0
Participant 14-2 ✅,"3/9/2026, 7:00:00 PM",00:14:20,Used a combination of dollar sign math mode as well as string concatenation mixed with the latex and sigfigs function chaining,Edit steps; Naturalness,1
Participant 14-2 ✅,"3/9/2026, 7:00:00 PM",00:17:10,Created an elaborate step,Edit steps; Design Patterns,2
Participant 14-2 ✅,"3/9/2026, 7:00:00 PM",00:18:02,"Remembered the for loop, searched for the for loop to reference for this example",Naturalness; Edit semantics,0
Participant 14-2 ✅,"3/9/2026, 7:00:00 PM",00:21:01,Created a new part of the semantics aiming to be the array extension of the flat usage of variables now that he is done experimenting with the calculation,Edit semantics,1
Participant 14-2 ✅,"3/9/2026, 7:00:00 PM",00:24:23,Syntax issues with braces show lots during construction of the steps since they are a little bit nested,Friction; Edit steps,1
Participant 14-2 ✅,"3/9/2026, 7:00:00 PM",00:28:33,"Added steps before, during, and after the loop",Edit steps; Design Patterns,1
Participant 14-1 ✅,"3/9/2026, 6:00:00 PM",00:01:51,Writes in the id first and and latex and copies in the latex,Edit formula; Experiment / Iterate,0
Participant 14-1 ✅,"3/9/2026, 6:00:00 PM",00:04:34,Defines one variable first and then define their name,Edit variables; Experiment / Iterate,0
Participant 14-1 ✅,"3/9/2026, 6:00:00 PM",00:06:26,Finish creating labels for all variables,Edit variables; Experiment / Iterate,1
Participant 14-1 ✅,"3/9/2026, 6:00:00 PM",00:06:45,Started adding default values first in to lambda,Edit variables; Experiment / Iterate,0
Participant 14-1 ✅,"3/9/2026, 6:00:00 PM",00:07:06,Added in sigfigs for the lambda variable,Experiment / Iterate; Naturalness; Edit variables,0
Participant 14-1 ✅,"3/9/2026, 6:00:00 PM",00:07:31,Writing variable access was very successful,Edit semantics; Naturalness,0
Participant 14-1 ✅,"3/9/2026, 6:00:00 PM",00:08:23,started writing the semantic function and was immediately able to handle the lambda variable complex variable key.,Naturalness; Edit semantics,1
Participant 14-1 ✅,"3/9/2026, 6:00:00 PM",00:08:38,Setting variable values,Edit semantics; Naturalness,0
Participant 14-1 ✅,"3/9/2026, 6:00:00 PM",00:09:57,Asked to add in helper functions to help with the existing calculation for the exponent. Even though we actually included the syntax for math.exp in the task file,Naturalness; Edit semantics,0
Participant 14-1 ✅,"3/9/2026, 6:00:00 PM",00:10:54,Clicked to see if anything rendered at this point but nothing rendered because the formula id was not correctly defined in the formula component,Error; Edit embedding,1
Participant 14-1 ✅,"3/9/2026, 6:00:00 PM",00:13:53,"""So now what can we change in this?"" Looks at the existing rendered formula",,1
Participant 14-1 ✅,"3/9/2026, 6:00:00 PM",00:16:30,"When the range is extremely large, had trouble designing the drag interaction. For instance for one of the variable he wanted to enliven he has set a value of 6.022e23 but for step he only set 1e4, and when he dragged the change was invisible because theres simply too many orders of magnitudes difference between step and the range setting where he added a max of multiple of 6.022e23",Friction; Edit variables; Design Patterns,1
Participant 14-1 ✅,"3/9/2026, 6:00:00 PM",00:17:11,"Because the drag interaction with the previous setting was not satisfactory, he changed the value to a more manageable and simpler value of default of 10 and then a rang of [1, 100] and a step of 1 to test if the drag was working at all",Experiment / Iterate; Friction; Edit variables,1
Participant 14-1 ✅,"3/9/2026, 6:00:00 PM",00:18:25,Expressed surprise that the t is rendered in a nested manner in N(t),Friction; Design Patterns,1
Participant 14-1 ✅,"3/9/2026, 6:00:00 PM",00:19:47,"When he made a key mismatch error in the semantics, he used console.log to debug the execution of the semantics code to see where exactly the calculation has gone wrong",Unexpected usage; Experiment / Iterate,1
Participant 14-1 ✅,"3/9/2026, 6:00:00 PM",00:20:56,Confirming in the console.log that the value of a variable is indeed has the NaN value,Unexpected usage; Experiment / Iterate,1
Participant 14-1 ✅,"3/9/2026, 6:00:00 PM",00:21:20,"Used vars.t inside the semantics when the variable was actually "" t"" since he wanted the specific highlighting, thus, the N(t) value is shown as NaN because the semantics was not actually calculating correctly. ""Maybe by regex we can do the it, so we can add a specific t interaction to a specific t in the formula""",Unexpected usage; Error,0
Participant 14-1 ✅,"3/9/2026, 6:00:00 PM",00:25:26,Found inline editing and liked it. Somehow added a prop called options.,Unexpected usage; Design Patterns,1
Participant 14-1 ✅,"3/9/2026, 6:00:00 PM",00:27:59,"""I noticed that when you put t it can label one of either of the t's",Friction,0